customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
0374-AACSZ,1,Yes,Month-to-month,No,Electronic check,50.15,50.15,Female,0,No,No,No,DSL,Yes,No,No,No,No,No,No
7239-HZZCX,1,Yes,Month-to-month,No,Mailed check,19.75,19.75,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
4872-VXRIL,56,Yes,One year,Yes,Bank transfer (automatic),64.65,3665.55,Male,0,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No
9140-CZQZZ,68,Yes,Two year,Yes,Bank transfer (automatic),79.6,5515.8,Female,0,Yes,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No
3423-HHXAO,14,Yes,One year,Yes,Mailed check,19.5,272,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9938-TKDGL,68,Yes,Two year,Yes,Electronic check,99.55,6668,Male,0,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,No
0531-ZZJWQ,55,Yes,Month-to-month,Yes,Electronic check,74,4052.4,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,No
6537-QLGEX,16,No,Month-to-month,Yes,Electronic check,38.9,664.4,Female,0,No,No,No phone service,DSL,Yes,No,No,No,Yes,No,No
2688-BHGOG,9,Yes,Month-to-month,Yes,Electronic check,79.55,718.55,Male,1,No,No,No,Fiber optic,No,No,No,No,No,Yes,No
7683-CBDKJ,14,Yes,Month-to-month,Yes,Electronic check,65.45,937.6,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes
0946-CLJTI,58,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes
3160-TYXLT,53,No,Month-to-month,Yes,Bank transfer (automatic),46.3,2546.85,Male,0,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,No
1325-USMEC,70,Yes,Two year,Yes,Credit card (automatic),99.35,6944.5,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No
0916-QOFDP,14,Yes,Month-to-month,Yes,Electronic check,95.8,1346.3,Female,1,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
0628-CNQRM,22,Yes,One year,Yes,Bank transfer (automatic),67.5,1544.05,Male,0,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes
5606-AMZBO,10,Yes,Month-to-month,Yes,Credit card (automatic),78.15,765.15,Female,0,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,No
6199-IPCAO,29,Yes,Two year,No,Mailed check,26.1,692.55,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7665-TOALD,1,Yes,Month-to-month,Yes,Electronic check,69.6,69.6,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
0112-QWPNC,49,Yes,One year,No,Electronic check,84.35,4059.35,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes
0324-BRPCJ,68,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Female,1,Yes,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
2777-PHDEI,1,Yes,Month-to-month,No,Electronic check,78.05,78.05,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,No,Yes
5640-CAXOA,30,No,One year,Yes,Credit card (automatic),40.35,1187.05,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,No
2235-EZAIK,72,Yes,Two year,No,Credit card (automatic),79.2,5401.9,Female,0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No
3847-BAERP,10,Yes,Month-to-month,Yes,Mailed check,20.9,247,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1196-AMORA,7,Yes,Month-to-month,No,Electronic check,73.6,520,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
4282-YMKNA,9,Yes,Month-to-month,Yes,Electronic check,74.75,706.6,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
1453-RZFON,1,Yes,Month-to-month,No,Mailed check,49.9,49.9,Female,0,No,Yes,No,DSL,Yes,No,No,No,No,No,No
8263-OKETD,20,Yes,Month-to-month,Yes,Credit card (automatic),68.9,1370.35,Female,0,No,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No
0670-KDOMA,1,Yes,Month-to-month,Yes,Mailed check,20.25,20.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2476-YGEFM,29,Yes,Month-to-month,Yes,Credit card (automatic),76,2215.25,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,No
8687-BAFGU,1,Yes,Month-to-month,No,Electronic check,74,74,Male,0,No,No,No,Fiber optic,No,No,No,Yes,No,No,No
0641-EVBOJ,3,Yes,Month-to-month,Yes,Mailed check,82.3,214.4,Male,0,No,No,No,Fiber optic,Yes,No,No,Yes,No,No,No
0829-XXPLX,20,Yes,Month-to-month,Yes,Bank transfer (automatic),89.4,1871.15,Female,0,No,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,No
9974-JFBHQ,64,Yes,Month-to-month,Yes,Credit card (automatic),99.15,6171.2,Male,0,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,No
5356-RHIPP,1,Yes,Month-to-month,Yes,Mailed check,20.2,20.2,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6624-JDRDS,6,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,Female,0,No,No,No phone service,DSL,Yes,No,No,No,No,No,No
0608-JDVEC,50,Yes,Two year,No,Electronic check,19.8,1013.2,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9780-FKVVF,6,Yes,Month-to-month,Yes,Bank transfer (automatic),59.15,336.7,Male,0,No,No,No,DSL,Yes,No,No,No,No,Yes,No
1919-RTPQD,7,Yes,Month-to-month,No,Electronic check,44.75,333.65,Male,0,Yes,Yes,No,DSL,No,No,No,No,No,No,No
5214-NLTIT,72,Yes,Two year,Yes,Credit card (automatic),90.8,6511.8,Male,0,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No
3345-PBBFH,8,Yes,Month-to-month,Yes,Bank transfer (automatic),49.55,393.45,Male,0,Yes,No,No,DSL,No,Yes,No,No,No,No,No
5055-BRMNE,67,Yes,Two year,No,Credit card (automatic),106.7,7009.5,Female,0,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,No
9189-JWSHV,24,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Female,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes
2190-PHBHR,72,Yes,Two year,Yes,Credit card (automatic),94.45,6921.7,Female,0,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No
2650-GYRYL,33,Yes,One year,Yes,Bank transfer (automatic),19.45,600.25,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
0746-JTRFU,2,No,Month-to-month,Yes,Electronic check,25.05,56.35,Male,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes
5208-FVQKB,70,Yes,Two year,No,Mailed check,67.95,4664.15,Male,0,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No
7184-LRUUR,22,Yes,One year,No,Bank transfer (automatic),65.25,1441.8,Female,0,No,No,No,DSL,No,Yes,Yes,No,Yes,No,No
6627-CFOSN,59,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,Female,0,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,No
3982-JGSFD,36,Yes,One year,Yes,Credit card (automatic),20.35,695.85,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1574-DYCWE,51,Yes,Two year,No,Mailed check,19.95,1028.75,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7247-XOZPB,53,Yes,One year,No,Bank transfer (automatic),77.4,4155.95,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No
2466-FCCPT,20,Yes,One year,No,Bank transfer (automatic),19.7,395.6,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6211-WWLTF,63,Yes,Two year,No,Credit card (automatic),99.7,6330.4,Male,0,Yes,No,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
4826-TZEVA,40,Yes,Month-to-month,No,Credit card (automatic),74.8,2971.7,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,No,No
6016-NXBNJ,35,Yes,One year,Yes,Mailed check,19.15,638,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9138-EFSMO,26,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,No
0576-WNXXC,27,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Male,1,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes
4632-XJMEX,53,Yes,One year,No,Credit card (automatic),62.85,3419.5,Male,0,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No
8910-LEDAG,34,Yes,Month-to-month,No,Credit card (automatic),71.55,2427.35,Male,1,Yes,No,No,Fiber optic,No,No,No,No,No,No,No
3452-GWUIN,19,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,Female,1,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,No
2716-GFZOR,43,Yes,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,Male,0,Yes,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,No
3724-UCSHY,6,Yes,Month-to-month,No,Mailed check,19.55,122.9,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
8626-XHBIE,56,Yes,Two year,Yes,Mailed check,24.8,1424.2,Male,0,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4628-CTTLA,57,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Male,0,No,No,No phone service,DSL,No,Yes,No,No,Yes,No,Yes
3192-LNKRK,34,Yes,Month-to-month,Yes,Mailed check,84.05,2909.95,Male,0,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No
4439-YRNVD,10,No,Month-to-month,No,Electronic check,36.25,374,Female,0,No,No,No phone service,DSL,No,Yes,No,Yes,No,No,No
2876-VBBBL,1,Yes,Month-to-month,Yes,Mailed check,20.25,20.25,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6834-NXDCA,13,No,Month-to-month,Yes,Electronic check,23.9,300.8,Female,0,No,No,No phone service,DSL,No,No,No,No,No,No,Yes
2208-UGTGR,56,Yes,Month-to-month,No,Electronic check,98.6,5581.05,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No
3005-TYFRD,55,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No
8670-MEFCP,36,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
3079-BCHLN,47,Yes,One year,No,Bank transfer (automatic),19.9,942.95,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7777-UNYHB,12,Yes,Month-to-month,Yes,Credit card (automatic),20.1,232.4,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5597-GLBUC,1,Yes,Month-to-month,Yes,Electronic check,85.45,85.45,Female,0,No,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes
7278-CKDNC,24,Yes,Month-to-month,Yes,Electronic check,80.5,2088.45,Male,1,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,No
2748-MYRVK,63,Yes,One year,No,Bank transfer (automatic),99.9,6137,Female,0,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes
8450-UYIBU,35,No,Month-to-month,Yes,Electronic check,39.85,1434.6,Female,1,No,No,No phone service,DSL,No,No,Yes,No,Yes,No,No
2969-VAPYH,67,Yes,One year,No,Credit card (automatic),60.5,3870,Female,0,No,No,No,DSL,Yes,Yes,No,Yes,No,No,No
4822-YCXMX,25,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Yes
7181-OQCUT,21,Yes,Month-to-month,No,Mailed check,103.85,2215,Male,0,No,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No
8474-UMLNT,13,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,Female,0,No,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No
9821-POOTN,35,Yes,Month-to-month,Yes,Electronic check,75.2,2576.2,Male,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
3836-FZSDJ,71,Yes,Two year,No,Bank transfer (automatic),24.85,1901,Male,1,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
9142-XMYJH,29,Yes,Month-to-month,No,Credit card (automatic),19.35,601.6,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6559-ILWKJ,71,No,Two year,No,Electronic check,49.35,3515.25,Male,0,Yes,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes
0187-QSXOE,7,Yes,Month-to-month,Yes,Electronic check,89,605.45,Male,1,Yes,No,No,Fiber optic,No,No,No,No,Yes,Yes,No
7733-UDMTP,57,No,Month-to-month,Yes,Electronic check,55,3094.05,Female,1,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,No
2649-HWLYB,65,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,Male,0,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No
5214-CHIWJ,27,Yes,One year,No,Mailed check,20.3,595.05,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4229-CZMLL,6,Yes,Month-to-month,Yes,Electronic check,74.9,469.8,Male,0,No,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
6904-JLBGY,72,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,Female,1,No,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
2465-BLLEU,1,Yes,Month-to-month,Yes,Mailed check,19.75,19.75,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1685-VAYJF,11,Yes,Month-to-month,No,Credit card (automatic),45.2,492,Male,0,No,No,No,DSL,No,No,No,No,No,No,No
8874-EJNSR,39,Yes,Two year,No,Mailed check,25.2,987.95,Male,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6917-YACBP,59,Yes,Month-to-month,Yes,Electronic check,89.75,5496.9,Female,1,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No
5049-MUBWG,26,Yes,One year,No,Bank transfer (automatic),75,1908.35,Male,0,No,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No
4223-WOZCM,2,Yes,Month-to-month,No,Mailed check,49.95,107.1,Male,1,No,No,No,DSL,No,No,Yes,No,No,No,No
0769-MURVM,72,No,Two year,No,Bank transfer (automatic),65.7,4575.35,Female,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
9253-VIFJQ,65,Yes,One year,No,Credit card (automatic),67.05,4309.55,Male,0,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No
7030-FZTFM,72,Yes,Two year,No,Credit card (automatic),110.9,7922.75,Male,0,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
9741-YLNTD,6,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,Male,0,No,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,No
5917-RYRMG,32,Yes,One year,No,Credit card (automatic),19.8,587.7,Male,1,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5120-ZBLAI,50,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,Female,0,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No
1194-BHJYC,61,No,Two year,Yes,Mailed check,62.15,3778.85,Male,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
3663-MITLP,15,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Female,0,No,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
0906-QVPMS,72,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,Male,0,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
9025-ZRPVR,9,Yes,Month-to-month,Yes,Mailed check,18.95,185.6,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
1905-OEILC,1,Yes,Month-to-month,No,Mailed check,19.5,19.5,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7858-GTZSP,12,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,Female,0,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,No
3285-UCQVC,37,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Female,0,No,No,No phone service,DSL,No,No,No,Yes,No,No,Yes
6248-BSHKG,61,Yes,One year,No,Mailed check,20.4,1226.45,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4685-TFLLS,18,Yes,One year,No,Bank transfer (automatic),19.8,342.3,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3470-BTGQO,21,Yes,Month-to-month,No,Mailed check,45.65,985.05,Male,0,No,Yes,No,DSL,No,No,No,No,No,No,No
1209-VFFOC,68,No,Two year,Yes,Mailed check,56.4,3948.45,Male,0,Yes,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,No
8224-DWCKX,12,Yes,Month-to-month,Yes,Credit card (automatic),73.3,828.05,Male,1,No,No,Yes,Fiber optic,No,No,No,No,No,No,No
5482-PLVPE,2,No,Month-to-month,No,Electronic check,24.35,41.85,Female,1,No,No,No phone service,DSL,No,No,No,No,No,No,Yes
4553-DVPZG,62,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,Female,0,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No
4902-OHLSK,29,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Female,1,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes
6917-IAYHD,1,No,Month-to-month,No,Mailed check,33.6,33.6,Male,0,No,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,No
0495-ZBNGW,5,Yes,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Male,1,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Yes
8620-RJPZN,1,Yes,Month-to-month,No,Electronic check,20.7,20.7,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7572-KPVKK,62,Yes,Two year,Yes,Electronic check,104.05,6590.5,Male,0,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No
2642-MAWLJ,36,Yes,Two year,No,Bank transfer (automatic),20.25,717.95,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2357-COQEK,28,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Female,1,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
7103-ZGVNT,69,Yes,One year,No,Credit card (automatic),73.7,4885.85,Female,0,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No
3737-GCSPV,11,Yes,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Female,0,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes
2027-WKXMW,63,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,Female,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
7137-NAXML,23,Yes,One year,No,Bank transfer (automatic),20.15,405.6,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2428-ZMCTB,10,Yes,Month-to-month,No,Credit card (automatic),19.75,208.25,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
2961-VNFKL,71,Yes,Two year,Yes,Credit card (automatic),25.95,1801.9,Female,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
1768-HNVGJ,45,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,Female,1,No,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No
6963-KQYQB,70,Yes,Two year,No,Mailed check,24.05,1764.75,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5934-RMPOV,22,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,Female,0,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No
1207-BLKSA,52,Yes,Two year,No,Mailed check,23.05,1255.1,Female,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4088-YLDSU,55,Yes,One year,Yes,Electronic check,104.15,5743.05,Male,0,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes
8316-BBQAY,65,No,Two year,No,Credit card (automatic),59.95,3921.1,Female,0,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
1166-PQLGG,72,Yes,Two year,No,Bank transfer (automatic),19.55,1463.45,Female,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3146-JTQHR,10,Yes,One year,No,Bank transfer (automatic),19.6,189.45,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4291-YZODP,7,Yes,One year,No,Mailed check,20.05,96.8,Female,0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
4395-PZMSN,5,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,Male,1,No,No,No,Fiber optic,No,Yes,No,No,No,Yes,No
6427-FEFIG,24,Yes,Two year,No,Credit card (automatic),78.6,1846.65,Female,0,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No
0017-IUDMW,72,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,Female,0,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
8706-HRADD,21,No,Month-to-month,Yes,Mailed check,43.55,1011.5,Male,0,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,No
9955-QOPOY,69,No,One year,Yes,Credit card (automatic),60.8,4263.4,Male,0,Yes,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,No
4385-ZKVNW,44,Yes,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,Male,0,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,No
5446-DKWYW,61,Yes,One year,Yes,Electronic check,65.2,3965.05,Female,1,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No
2034-CGRHZ,24,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Male,1,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes
5797-APWZC,1,Yes,Month-to-month,No,Electronic check,90.6,90.6,Female,0,No,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes
3683-QKIUE,6,Yes,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Female,0,No,No,No,DSL,No,No,No,Yes,No,No,Yes
4228-ZGYUW,4,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Male,0,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Yes
9031-ZVQPT,72,Yes,Two year,Yes,Electronic check,108.2,7840.6,Male,0,Yes,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No
2990-IAJSV,72,Yes,Two year,No,Bank transfer (automatic),92,6632.75,Male,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No
8107-KNCIM,14,Yes,Month-to-month,Yes,Electronic check,75.1,1013.35,Male,1,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,No
9027-YFHQJ,7,Yes,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,Male,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5176-LDKUH,48,Yes,One year,No,Electronic check,75.15,3772.65,Female,0,No,No,No,Fiber optic,No,Yes,No,No,No,No,No
4644-OBGFZ,55,Yes,One year,No,Mailed check,19.5,1026.35,Male,0,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
7926-IJOOU,1,Yes,Month-to-month,No,Credit card (automatic),19.3,19.3,Male,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6480-YAGIY,45,Yes,One year,No,Credit card (automatic),112.2,5031.85,Male,0,No,No,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
4029-HPFVY,3,Yes,Month-to-month,Yes,Mailed check,70.3,220.4,Male,0,No,No,No,Fiber optic,No,No,No,No,No,No,No
7602-DBTOU,71,Yes,Two year,No,Mailed check,19.6,1416.5,Female,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
5345-BMKWB,8,Yes,Month-to-month,No,Mailed check,20.25,158.35,Male,0,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
3519-ZKXGG,3,Yes,Month-to-month,Yes,Electronic check,75.85,256.6,Female,0,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Yes
5457-COLHT,69,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,Male,0,Yes,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No
6416-TVAIH,1,Yes,Month-to-month,Yes,Electronic check,68.5,68.5,Male,0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes
5451-YHYPW,72,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,Female,1,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No
5108-ADXWO,11,Yes,Month-to-month,Yes,Electronic check,73.5,791.75,Male,0,No,No,No,Fiber optic,Yes,No,No,No,No,No,Yes
7998-WNZEM,71,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,Male,0,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No
3066-RRJIO,1,Yes,Month-to-month,Yes,Mailed check,69.95,69.95,Female,0,No,No,No,Fiber optic,No,No,No,No,No,No,Yes
4664-NJCMS,33,No,Two year,No,Bank transfer (automatic),59.55,2016.3,Female,0,Yes,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No
0307-BCOPK,16,Yes,One year,No,Mailed check,19.05,326.65,Female,0,No,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
